file,section,key
bin/OpenSimDefaults.ini,Network,user_agent
bin/OpenSimDefaults.ini,Network,MaxRequestConcurrency
bin/OpenSimDefaults.ini,ScriptsHttpRequestModule,MaxPoolThreads
bin/OpenSimDefaults.ini,ScriptsHttpRequestModule,PrimRequestsPerSec
bin/OpenSimDefaults.ini,ScriptsHttpRequestModule,PrimRequestsBurst
bin/OpenSimDefaults.ini,ScriptsHttpRequestModule,PrimOwnerRequestsPerSec
bin/OpenSimDefaults.ini,ScriptsHttpRequestModule,PrimOwnerRequestsBurst
bin/OpenSimDefaults.ini,ScriptsHttpRequestModule,RequestsTimeOut
bin/OpenSimDefaults.ini,AccessControl,AllowedClients
bin/OpenSimDefaults.ini,AccessControl,DeniedClients
bin/OpenSimDefaults.ini,ClientStack.LindenUDP,scene_throttle_max_bps
bin/OpenSimDefaults.ini,ClientStack.LindenUDP,client_throttle_max_bps
bin/OpenSimDefaults.ini,ClientStack.LindenUDP,adaptive_throttle_min_bps
bin/OpenSimDefaults.ini,ClientStack.LindenUDP,enable_adaptive_throttles
bin/OpenSimDefaults.ini,ClientStack.LindenUDP,TextureSendLimit
bin/OpenSimDefaults.ini,ClientStack.LindenUDP,DisableFacelights
bin/OpenSimDefaults.ini,ClientStack.LindenUDP,AckTimeout
bin/OpenSimDefaults.ini,ClientStack.LindenUDP,PausedAckTimeout
bin/OpenSimDefaults.ini,ClientStack.LindenUDP,SupportViewerObjectsCache
bin/OpenSimDefaults.ini,ClientStack.LindenCaps,Cap_AttachmentResources
bin/OpenSimDefaults.ini,ClientStack.LindenCaps,Cap_ChatSessionRequest
bin/OpenSimDefaults.ini,ClientStack.LindenCaps,Cap_CopyInventoryFromNotecard
bin/OpenSimDefaults.ini,ClientStack.LindenCaps,Cap_DispatchRegionInfo
bin/OpenSimDefaults.ini,ClientStack.LindenCaps,Cap_EstateAccess
